iter	Passed	Remaining
1496	6731	2261
1497	6735	2257
1498	6739	2252
1499	6743	2247
1500	6747	2243
1501	6751	2238
1502	6756	2234
1503	6760	2229
1504	6764	2224
1505	6769	2220
1506	6774	2216
1507	6779	2211
1508	6783	2207
1509	6787	2202
1510	6792	2198
1511	6796	2193
1512	6801	2189
1513	6805	2184
1514	6810	2180
1515	6814	2175
1516	6819	2171
1517	6823	2166
1518	6827	2161
1519	6831	2157
1520	6835	2152
1521	6839	2148
1522	6844	2143
1523	6848	2139
1524	6853	2134
1525	6857	2130
1526	6861	2125
1527	6866	2121
1528	6870	2116
1529	6876	2112
1530	6881	2108
1531	6885	2103
1532	6890	2098
1533	6894	2094
1534	6898	2089
1535	6902	2085
1536	6907	2080
1537	6911	2076
1538	6915	2071
1539	6920	2067
1540	6924	2062
1541	6928	2057
1542	6933	2053
1543	6937	2048
1544	6942	2044
1545	6946	2039
1546	6950	2035
1547	6955	2030
1548	6959	2026
1549	6964	2021
1550	6968	2017
1551	6973	2012
1552	6977	2008
1553	6981	2003
1554	6985	1999
1555	6989	1994
1556	6994	1990
1557	6998	1985
1558	7003	1981
1559	7007	1976
1560	7011	1971
1561	7016	1967
1562	7021	1963
1563	7026	1958
1564	7030	1954
1565	7035	1949
1566	7040	1945
1567	7044	1940
1568	7049	1936
1569	7054	1932
1570	7058	1927
1571	7063	1923
1572	7068	1918
1573	7073	1914
1574	7078	1909
1575	7082	1905
1576	7087	1901
1577	7091	1896
1578	7095	1891
1579	7100	1887
1580	7104	1882
1581	7108	1878
1582	7112	1873
1583	7117	1869
1584	7120	1864
1585	7125	1859
1586	7129	1855
1587	7133	1850
1588	7137	1846
1589	7141	1841
1590	7145	1836
1591	7149	1832
1592	7153	1827
1593	7157	1823
1594	7161	1818
1595	7166	1813
1596	7170	1809
1597	7174	1804
1598	7178	1800
1599	7182	1795
1600	7187	1791
1601	7191	1786
1602	7196	1782
1603	7201	1777
1604	7206	1773
1605	7210	1768
1606	7215	1764
1607	7220	1760
1608	7224	1755
1609	7229	1751
1610	7234	1746
1611	7238	1742
1612	7243	1737
1613	7248	1733
1614	7252	1728
1615	7257	1724
1616	7262	1720
1617	7266	1715
1618	7270	1711
1619	7275	1706
1620	7279	1702
1621	7284	1697
1622	7288	1693
1623	7293	1688
1624	7297	1684
1625	7302	1679
1626	7306	1675
1627	7311	1670
1628	7315	1666
1629	7319	1661
1630	7324	1657
1631	7328	1652
1632	7333	1648
1633	7337	1643
1634	7342	1639
1635	7346	1634
1636	7350	1629
1637	7355	1625
1638	7359	1621
1639	7364	1616
1640	7368	1611
1641	7372	1607
1642	7376	1602
1643	7381	1598
1644	7385	1593
1645	7390	1589
1646	7394	1584
1647	7399	1580
1648	7403	1575
1649	7407	1571
1650	7411	1566
1651	7415	1562
1652	7420	1557
1653	7425	1553
1654	7429	1548
1655	7433	1544
1656	7438	1539
1657	7443	1535
1658	7447	1530
1659	7451	1526
1660	7456	1521
1661	7460	1517
1662	7465	1512
1663	7469	1508
1664	7473	1503
1665	7478	1499
1666	7482	1494
1667	7487	1490
1668	7491	1485
1669	7496	1481
1670	7500	1476
1671	7507	1472
1672	7511	1468
1673	7516	1463
1674	7522	1459
1675	7527	1455
1676	7531	1450
1677	7535	1446
1678	7540	1441
1679	7545	1437
1680	7549	1432
1681	7554	1428
1682	7559	1423
